,artist,title,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
1071,R.E.M.,Orange Crush,7sNhXWrg9eW3qRqeuePaIC,0.568,0.701,9,-10.453,1,0.04,0.000613,0.00258,0.17,0.638,120.678,audio_features,spotify:track:7sNhXWrg9eW3qRqeuePaIC,https://api.spotify.com/v1/tracks/7sNhXWrg9eW3qRqeuePaIC,https://api.spotify.com/v1/audio-analysis/7sNhXWrg9eW3qRqeuePaIC,231640,4
1072,The Beatles,I Saw Her Standing There,3KiexfmhxHvG5IgAElmTkd,0.491,0.801,4,-9.835,1,0.0361,0.27,0.0,0.0665,0.971,160.109,audio_features,spotify:track:3KiexfmhxHvG5IgAElmTkd,https://api.spotify.com/v1/tracks/3KiexfmhxHvG5IgAElmTkd,https://api.spotify.com/v1/audio-analysis/3KiexfmhxHvG5IgAElmTkd,173947,4
1073,Wanda Jackson,Let's Have a Party,1DPtOonjrvAG4XCqkccqhY,0.507,0.834,4,-11.49,1,0.0741,0.334,4.39e-06,0.838,0.741,80.482,audio_features,spotify:track:1DPtOonjrvAG4XCqkccqhY,https://api.spotify.com/v1/tracks/1DPtOonjrvAG4XCqkccqhY,https://api.spotify.com/v1/audio-analysis/1DPtOonjrvAG4XCqkccqhY,181773,4
1074,Althea and Donna,Uptown Top Ranking,34zWZOSpU2V1ab0PiZCcv4,0.886,0.522,7,-7.971,1,0.173,0.0477,0.00108,0.207,0.79,82.439,audio_features,spotify:track:34zWZOSpU2V1ab0PiZCcv4,https://api.spotify.com/v1/tracks/34zWZOSpU2V1ab0PiZCcv4,https://api.spotify.com/v1/audio-analysis/34zWZOSpU2V1ab0PiZCcv4,229160,4
1075,The Beatles,Across the Universe,4dkoqJrP0L8FXftrMZongF,0.257,0.412,1,-11.788,1,0.0287,0.361,8.68e-05,0.0702,0.858,152.126,audio_features,spotify:track:4dkoqJrP0L8FXftrMZongF,https://api.spotify.com/v1/tracks/4dkoqJrP0L8FXftrMZongF,https://api.spotify.com/v1/audio-analysis/4dkoqJrP0L8FXftrMZongF,228133,4
1076,Miles Davis,Shhh/Peaceful,267lVml7gJ9xefwgO6E2Ag,0.324,0.394,7,-11.385,1,0.0298,0.711,0.00206,0.19,0.221,129.859,audio_features,spotify:track:267lVml7gJ9xefwgO6E2Ag,https://api.spotify.com/v1/tracks/267lVml7gJ9xefwgO6E2Ag,https://api.spotify.com/v1/audio-analysis/267lVml7gJ9xefwgO6E2Ag,1094733,4
1077,This Mortal Coil,Song to the Siren,26uVYNtKahTAcZMDWiuBnt,0.215,0.24,10,-12.597,1,0.0407,0.842,5.9e-06,0.135,0.0892,128.729,audio_features,spotify:track:26uVYNtKahTAcZMDWiuBnt,https://api.spotify.com/v1/tracks/26uVYNtKahTAcZMDWiuBnt,https://api.spotify.com/v1/audio-analysis/26uVYNtKahTAcZMDWiuBnt,211093,5
1078,The Edwin Hawkins Singers,"Oh, Happy Day",34yIb7hw5SuR80au1BHTtt,0.321,0.462,8,-10.711,1,0.0346,0.0961,0.0,0.102,0.457,116.782,audio_features,spotify:track:34yIb7hw5SuR80au1BHTtt,https://api.spotify.com/v1/tracks/34yIb7hw5SuR80au1BHTtt,https://api.spotify.com/v1/audio-analysis/34yIb7hw5SuR80au1BHTtt,308600,4
1079,Def Leppard,Photograph,18URo35acNKRTHfEdjTcGn,0.602,0.877,4,-6.606,1,0.0515,0.000343,0.635,0.0551,0.617,123.679,audio_features,spotify:track:18URo35acNKRTHfEdjTcGn,https://api.spotify.com/v1/tracks/18URo35acNKRTHfEdjTcGn,https://api.spotify.com/v1/audio-analysis/18URo35acNKRTHfEdjTcGn,247962,4
1080,The Doors,People Are Strange,1Jmqubf9kGkWeYQXQKImL5,0.699,0.467,4,-8.578,0,0.0375,0.685,0.0,0.315,0.764,119.287,audio_features,spotify:track:1Jmqubf9kGkWeYQXQKImL5,https://api.spotify.com/v1/tracks/1Jmqubf9kGkWeYQXQKImL5,https://api.spotify.com/v1/audio-analysis/1Jmqubf9kGkWeYQXQKImL5,130173,4
1081,Eels,Novocaine for the Soul,2fKdsBazcOLLIzDiZUQCih,0.408,0.717,6,-7.75,1,0.0393,0.000578,0.0599,0.0827,0.313,169.213,audio_features,spotify:track:2fKdsBazcOLLIzDiZUQCih,https://api.spotify.com/v1/tracks/2fKdsBazcOLLIzDiZUQCih,https://api.spotify.com/v1/audio-analysis/2fKdsBazcOLLIzDiZUQCih,188693,4
1082,Echo and the Bunnymen,The Cutter,617ahruubznvqzv7Nas3QX,0.471,0.955,7,-5.219,1,0.121,0.00485,1.44e-06,0.162,0.35,139.266,audio_features,spotify:track:617ahruubznvqzv7Nas3QX,https://api.spotify.com/v1/tracks/617ahruubznvqzv7Nas3QX,https://api.spotify.com/v1/audio-analysis/617ahruubznvqzv7Nas3QX,232746,4
1083,Basement Jaxx,Romeo,4tI7eIbEUfInHS3sxfqkkr,0.702,0.842,2,-4.157,1,0.0487,0.00709,0.00112,0.136,0.843,126.845,audio_features,spotify:track:4tI7eIbEUfInHS3sxfqkkr,https://api.spotify.com/v1/tracks/4tI7eIbEUfInHS3sxfqkkr,https://api.spotify.com/v1/audio-analysis/4tI7eIbEUfInHS3sxfqkkr,217493,4
1084,Pink Floyd,Money,0vFOzaXqZHahrZp6enQwQb,0.468,0.536,11,-10.422,0,0.144,0.024,0.00199,0.269,0.785,126.256,audio_features,spotify:track:0vFOzaXqZHahrZp6enQwQb,https://api.spotify.com/v1/tracks/0vFOzaXqZHahrZp6enQwQb,https://api.spotify.com/v1/audio-analysis/0vFOzaXqZHahrZp6enQwQb,382834,1
1085,The Folk Implosion,Natural One,7jmQqzxGFYeRLOPND0RWW7,0.677,0.463,4,-10.779,1,0.0304,0.53,7.17e-06,0.0946,0.481,110.923,audio_features,spotify:track:7jmQqzxGFYeRLOPND0RWW7,https://api.spotify.com/v1/tracks/7jmQqzxGFYeRLOPND0RWW7,https://api.spotify.com/v1/audio-analysis/7jmQqzxGFYeRLOPND0RWW7,179434,4
1086,EMF,Unbelievable,5VYTKiOnHw4iTrB9pG3yum,0.636,0.848,1,-6.854,1,0.0362,0.000339,0.0402,0.141,0.934,104.073,audio_features,spotify:track:5VYTKiOnHw4iTrB9pG3yum,https://api.spotify.com/v1/tracks/5VYTKiOnHw4iTrB9pG3yum,https://api.spotify.com/v1/audio-analysis/5VYTKiOnHw4iTrB9pG3yum,209813,4
1087,USA for Africa,We Are the World,3Z2tPWiNiIpg8UMMoowHIk,0.528,0.447,4,-15.255,1,0.0435,0.189,0.0,0.0745,0.292,72.58,audio_features,spotify:track:3Z2tPWiNiIpg8UMMoowHIk,https://api.spotify.com/v1/tracks/3Z2tPWiNiIpg8UMMoowHIk,https://api.spotify.com/v1/audio-analysis/3Z2tPWiNiIpg8UMMoowHIk,427333,4
1088,Joey Beltram,Energy Flash,46ddej1ibGIgs58H0wakoK,0.72,0.583,8,-8.333,1,0.0409,0.000766,0.649,0.354,0.403,122.825,audio_features,spotify:track:46ddej1ibGIgs58H0wakoK,https://api.spotify.com/v1/tracks/46ddej1ibGIgs58H0wakoK,https://api.spotify.com/v1/audio-analysis/46ddej1ibGIgs58H0wakoK,350813,4
1089,Wu-Tang Clan,C.R.E.A.M.,119c93MHjrDLJTApCVGpvx,0.479,0.549,11,-10.551,0,0.373,0.57,0.0235,0.127,0.576,180.985,audio_features,spotify:track:119c93MHjrDLJTApCVGpvx,https://api.spotify.com/v1/tracks/119c93MHjrDLJTApCVGpvx,https://api.spotify.com/v1/audio-analysis/119c93MHjrDLJTApCVGpvx,252187,4
1090,Clipse,Grindin',3XrvEifl0hIzgBGUa5jBLS,0.592,0.77,1,-3.402,1,0.318,0.122,1.22e-06,0.103,0.361,191.692,audio_features,spotify:track:3XrvEifl0hIzgBGUa5jBLS,https://api.spotify.com/v1/tracks/3XrvEifl0hIzgBGUa5jBLS,https://api.spotify.com/v1/audio-analysis/3XrvEifl0hIzgBGUa5jBLS,264760,4
1091,Daft Punk,Digital Love,2VEZx7NWsZ1D0eJ4uv5Fym,0.644,0.664,9,-8.398,1,0.0332,0.048,0.867,0.342,0.53,124.726,audio_features,spotify:track:2VEZx7NWsZ1D0eJ4uv5Fym,https://api.spotify.com/v1/tracks/2VEZx7NWsZ1D0eJ4uv5Fym,https://api.spotify.com/v1/audio-analysis/2VEZx7NWsZ1D0eJ4uv5Fym,301373,4
1092,Buffalo Springfield,Expecting to Fly,3uVmR6oQq0NluVZXkipKHV,0.161,0.348,5,-13.283,1,0.0319,0.795,0.329,0.0971,0.123,150.989,audio_features,spotify:track:3uVmR6oQq0NluVZXkipKHV,https://api.spotify.com/v1/tracks/3uVmR6oQq0NluVZXkipKHV,https://api.spotify.com/v1/audio-analysis/3uVmR6oQq0NluVZXkipKHV,224200,3
1093,Lupe Fiasco,Kick Push,6nz35DNIzbtj5ztpDEcW1j,0.652,0.809,5,-5.276,1,0.17,0.164,0.0,0.175,0.512,94.786,audio_features,spotify:track:6nz35DNIzbtj5ztpDEcW1j,https://api.spotify.com/v1/tracks/6nz35DNIzbtj5ztpDEcW1j,https://api.spotify.com/v1/audio-analysis/6nz35DNIzbtj5ztpDEcW1j,254466,4
1094,The Streets,Weak Become Heroes,7yiRZW9cHqDF7Fn5Pgi6MY,0.484,0.588,0,-12.772,0,0.278,0.0749,0.0,0.0922,0.464,129.76,audio_features,spotify:track:7yiRZW9cHqDF7Fn5Pgi6MY,https://api.spotify.com/v1/tracks/7yiRZW9cHqDF7Fn5Pgi6MY,https://api.spotify.com/v1/audio-analysis/7yiRZW9cHqDF7Fn5Pgi6MY,332560,4
1095,The Psychedelic Furs,Pretty in Pink,1K1TFdBh7NrDyKiwiJEmsy,0.386,0.916,2,-5.955,1,0.0741,0.105,0.00991,0.325,0.775,135.642,audio_features,spotify:track:1K1TFdBh7NrDyKiwiJEmsy,https://api.spotify.com/v1/tracks/1K1TFdBh7NrDyKiwiJEmsy,https://api.spotify.com/v1/audio-analysis/1K1TFdBh7NrDyKiwiJEmsy,238107,4
1096,Maximo Park,Apply Some Pressure,1GBBhEVBjf1JOulr4ndhip,0.378,0.953,9,-3.632,1,0.139,0.000706,2.83e-05,0.0935,0.512,167.808,audio_features,spotify:track:1GBBhEVBjf1JOulr4ndhip,https://api.spotify.com/v1/tracks/1GBBhEVBjf1JOulr4ndhip,https://api.spotify.com/v1/audio-analysis/1GBBhEVBjf1JOulr4ndhip,200347,4
1097,Sugababes,Freak Like Me,34BqftHZ1In9YfAwqycB8E,0.517,0.919,5,-3.451,1,0.0925,0.0996,1.81e-06,0.557,0.387,91.868,audio_features,spotify:track:34BqftHZ1In9YfAwqycB8E,https://api.spotify.com/v1/tracks/34BqftHZ1In9YfAwqycB8E,https://api.spotify.com/v1/audio-analysis/34BqftHZ1In9YfAwqycB8E,195867,4
1098,Fleetwood Mac,Oh Well,0QdagWnOd3GzMCBu57efgp,0.471,0.594,0,-10.463,1,0.141,0.201,0.0949,0.145,0.215,103.431,audio_features,spotify:track:0QdagWnOd3GzMCBu57efgp,https://api.spotify.com/v1/tracks/0QdagWnOd3GzMCBu57efgp,https://api.spotify.com/v1/audio-analysis/0QdagWnOd3GzMCBu57efgp,202400,4
1099,Nick Cave & The Bad Seeds,Into My Arms,39CFOvYse9fcMhIwyS73Fl,0.484,0.0874,0,-17.796,1,0.0394,0.894,0.154,0.11,0.219,94.163,audio_features,spotify:track:39CFOvYse9fcMhIwyS73Fl,https://api.spotify.com/v1/tracks/39CFOvYse9fcMhIwyS73Fl,https://api.spotify.com/v1/audio-analysis/39CFOvYse9fcMhIwyS73Fl,256120,4
1100,Biz Markie,Just a Friend,1MQCTOWVfy4PcuBXkBsHVB,0.862,0.663,0,-9.004,1,0.21,0.12,0.0,0.318,0.837,85.308,audio_features,spotify:track:1MQCTOWVfy4PcuBXkBsHVB,https://api.spotify.com/v1/tracks/1MQCTOWVfy4PcuBXkBsHVB,https://api.spotify.com/v1/audio-analysis/1MQCTOWVfy4PcuBXkBsHVB,238267,4
1101,Charlie Rich,Behind Closed Doors,6d7Jz2np6jtNaZv1DiWfJs,0.492,0.329,2,-11.788,1,0.0274,0.961,0.199,0.0955,0.589,85.196,audio_features,spotify:track:6d7Jz2np6jtNaZv1DiWfJs,https://api.spotify.com/v1/tracks/6d7Jz2np6jtNaZv1DiWfJs,https://api.spotify.com/v1/audio-analysis/6d7Jz2np6jtNaZv1DiWfJs,174667,4
1102,The Eagles,Desperado,1uiBj4h0zLWLnoSpLeAIJY,0.418,0.73,7,-6.958,1,0.0333,0.169,0.203,0.0765,0.719,146.833,audio_features,spotify:track:1uiBj4h0zLWLnoSpLeAIJY,https://api.spotify.com/v1/tracks/1uiBj4h0zLWLnoSpLeAIJY,https://api.spotify.com/v1/audio-analysis/1uiBj4h0zLWLnoSpLeAIJY,144589,4
1103,Travis,Sing,4yA2SM7XCLkSgkBUSoZb5S,0.33,0.905,4,-5.047,1,0.0497,0.000233,8.14e-06,0.0712,0.259,163.142,audio_features,spotify:track:4yA2SM7XCLkSgkBUSoZb5S,https://api.spotify.com/v1/tracks/4yA2SM7XCLkSgkBUSoZb5S,https://api.spotify.com/v1/audio-analysis/4yA2SM7XCLkSgkBUSoZb5S,228800,4
1104,Dizzy Gillespie,Manteca,6KpMB0Wgw1NVFqwn0DCprf,0.616,0.67,5,-8.714,0,0.244,0.829,0.85,0.106,0.552,87.096,audio_features,spotify:track:6KpMB0Wgw1NVFqwn0DCprf,https://api.spotify.com/v1/tracks/6KpMB0Wgw1NVFqwn0DCprf,https://api.spotify.com/v1/audio-analysis/6KpMB0Wgw1NVFqwn0DCprf,186693,4
1105,Elvis Costello,Lipstick Vogue,2PiNhvEBruOkFZ4g4IwtXo,0.328,0.885,11,-7.058,0,0.0618,0.00558,0.00884,0.153,0.504,149.153,audio_features,spotify:track:2PiNhvEBruOkFZ4g4IwtXo,https://api.spotify.com/v1/tracks/2PiNhvEBruOkFZ4g4IwtXo,https://api.spotify.com/v1/audio-analysis/2PiNhvEBruOkFZ4g4IwtXo,213413,4
1106,Grateful Dead,Uncle John's Band,0kp728Knw5PYvU3QzMZ0yJ,0.701,0.316,7,-14.723,1,0.0843,0.496,0.0,0.121,0.889,136.73,audio_features,spotify:track:0kp728Knw5PYvU3QzMZ0yJ,https://api.spotify.com/v1/tracks/0kp728Knw5PYvU3QzMZ0yJ,https://api.spotify.com/v1/audio-analysis/0kp728Knw5PYvU3QzMZ0yJ,284910,4
1107,Bob Dylan,Sad Eyed Lady of the Lowlands,4jdtLLyEL7wY0TlCdMKhxq,0.301,0.385,2,-10.755,1,0.0323,0.604,0.0,0.0799,0.275,171.836,audio_features,spotify:track:4jdtLLyEL7wY0TlCdMKhxq,https://api.spotify.com/v1/tracks/4jdtLLyEL7wY0TlCdMKhxq,https://api.spotify.com/v1/audio-analysis/4jdtLLyEL7wY0TlCdMKhxq,679107,3
1108,Millie,My Boy Lollipop,5IM6psLoDLytszopZz9ZOm,0.678,0.607,2,-8.131,1,0.0347,0.133,0.0,0.0863,0.964,132.717,audio_features,spotify:track:5IM6psLoDLytszopZz9ZOm,https://api.spotify.com/v1/tracks/5IM6psLoDLytszopZz9ZOm,https://api.spotify.com/v1/audio-analysis/5IM6psLoDLytszopZz9ZOm,120467,4
1109,Ramones,Bonzo Goes to Bitburg,2j3PFZXmenUxgjjBUIod7F,0.41,0.854,7,-11.665,1,0.0864,0.295,9.2e-06,0.355,0.495,174.66,audio_features,spotify:track:2j3PFZXmenUxgjjBUIod7F,https://api.spotify.com/v1/tracks/2j3PFZXmenUxgjjBUIod7F,https://api.spotify.com/v1/audio-analysis/2j3PFZXmenUxgjjBUIod7F,233467,4
1110,The Buzzcocks,What Do I Get?,47YvYcb6l7XJXTD0elfjYZ,0.374,0.912,5,-4.549,1,0.0446,2.59e-05,0.657,0.103,0.592,146.795,audio_features,spotify:track:47YvYcb6l7XJXTD0elfjYZ,https://api.spotify.com/v1/tracks/47YvYcb6l7XJXTD0elfjYZ,https://api.spotify.com/v1/audio-analysis/47YvYcb6l7XJXTD0elfjYZ,157907,4
1111,The Rolling Stones,Sister Morphine,1XaL1OWGibGlPqLUW9MnCX,0.395,0.579,9,-7.565,0,0.0341,0.0943,0.0925,0.176,0.218,90.443,audio_features,spotify:track:1XaL1OWGibGlPqLUW9MnCX,https://api.spotify.com/v1/tracks/1XaL1OWGibGlPqLUW9MnCX,https://api.spotify.com/v1/audio-analysis/1XaL1OWGibGlPqLUW9MnCX,331627,4
1112,Dobie Gray,Drift Away,6hJhVBOnkchxBsDHbLOBJP,0.521,0.443,11,-8.188,1,0.0395,0.308,0.0,0.475,0.596,76.228,audio_features,spotify:track:6hJhVBOnkchxBsDHbLOBJP,https://api.spotify.com/v1/tracks/6hJhVBOnkchxBsDHbLOBJP,https://api.spotify.com/v1/audio-analysis/6hJhVBOnkchxBsDHbLOBJP,237467,4
1113,The Beat,Mirror in the Bathroom,3LUhdkixxrrqv3nfNfkINe,0.632,0.706,7,-7.391,1,0.0676,0.0749,0.0413,0.0356,0.945,171.199,audio_features,spotify:track:3LUhdkixxrrqv3nfNfkINe,https://api.spotify.com/v1/tracks/3LUhdkixxrrqv3nfNfkINe,https://api.spotify.com/v1/audio-analysis/3LUhdkixxrrqv3nfNfkINe,190333,4
1114,Smokey Robinson and The Miracles,Going to a Go-Go,5s3zYvzEpBk0WbG6AgFUBK,0.615,0.721,7,-9.703,1,0.0328,0.484,0.0,0.128,0.967,129.596,audio_features,spotify:track:5s3zYvzEpBk0WbG6AgFUBK,https://api.spotify.com/v1/tracks/5s3zYvzEpBk0WbG6AgFUBK,https://api.spotify.com/v1/audio-analysis/5s3zYvzEpBk0WbG6AgFUBK,165787,4
1115,The Notorious B.I.G.,Juicy,5ByAIlEEnxYdvpnezg7HTX,0.889,0.818,9,-4.639,1,0.253,0.47,0.0,0.179,0.782,96.063,audio_features,spotify:track:5ByAIlEEnxYdvpnezg7HTX,https://api.spotify.com/v1/tracks/5ByAIlEEnxYdvpnezg7HTX,https://api.spotify.com/v1/audio-analysis/5ByAIlEEnxYdvpnezg7HTX,302760,4
1116,Pete Rock and CL Smooth,They Reminisce Over You,2Mb3zpobD0CvJGWv6NpsPy,0.761,0.683,2,-10.889,1,0.164,0.141,0.0,0.342,0.671,101.787,audio_features,spotify:track:2Mb3zpobD0CvJGWv6NpsPy,https://api.spotify.com/v1/tracks/2Mb3zpobD0CvJGWv6NpsPy,https://api.spotify.com/v1/audio-analysis/2Mb3zpobD0CvJGWv6NpsPy,286693,4
1117,The Dells,Oh What a Nite,1S5eC9PiwzHG6QkVeQYbWn,0.265,0.3,7,-11.137,1,0.0297,0.704,0.0,0.192,0.245,71.901,audio_features,spotify:track:1S5eC9PiwzHG6QkVeQYbWn,https://api.spotify.com/v1/tracks/1S5eC9PiwzHG6QkVeQYbWn,https://api.spotify.com/v1/audio-analysis/1S5eC9PiwzHG6QkVeQYbWn,176494,4
1118,New Order,Regret,1UVll7jjUlqSGxCZ6uXVaD,0.506,0.931,5,-5.635,1,0.0305,0.00146,0.0227,0.27,0.865,129.568,audio_features,spotify:track:1UVll7jjUlqSGxCZ6uXVaD,https://api.spotify.com/v1/tracks/1UVll7jjUlqSGxCZ6uXVaD,https://api.spotify.com/v1/audio-analysis/1UVll7jjUlqSGxCZ6uXVaD,248973,4
1119,Talking Heads,Take Me to the River,1oV1tu8utgHQjLJsEK9sVl,0.66,0.485,2,-8.101,1,0.0258,0.242,0.0102,0.0585,0.829,99.828,audio_features,spotify:track:1oV1tu8utgHQjLJsEK9sVl,https://api.spotify.com/v1/tracks/1oV1tu8utgHQjLJsEK9sVl,https://api.spotify.com/v1/audio-analysis/1oV1tu8utgHQjLJsEK9sVl,302520,4
1120,Johnnie Ray,Cry,4wnFpRgQu2gLN8d76dYOGr,0.479,0.0952,0,-15.5,1,0.0274,0.849,0.0,0.657,0.35,69.784,audio_features,spotify:track:4wnFpRgQu2gLN8d76dYOGr,https://api.spotify.com/v1/tracks/4wnFpRgQu2gLN8d76dYOGr,https://api.spotify.com/v1/audio-analysis/4wnFpRgQu2gLN8d76dYOGr,181693,4
1121,Dawn Penn,"You Don't Love Me (No, No, No)",0INtJm8gCJKtNaAYQNVlpZ,0.811,0.428,7,-10.728,1,0.221,0.0122,0.317,0.344,0.653,80.962,audio_features,spotify:track:0INtJm8gCJKtNaAYQNVlpZ,https://api.spotify.com/v1/tracks/0INtJm8gCJKtNaAYQNVlpZ,https://api.spotify.com/v1/audio-analysis/0INtJm8gCJKtNaAYQNVlpZ,277893,4
1122,Tammy Wynette,D-I-V-O-R-C-E,4JPEuPsDG3nNJMAvvQ2Rr3,0.628,0.383,9,-9.216,1,0.0296,0.826,0.0,0.151,0.564,99.789,audio_features,spotify:track:4JPEuPsDG3nNJMAvvQ2Rr3,https://api.spotify.com/v1/tracks/4JPEuPsDG3nNJMAvvQ2Rr3,https://api.spotify.com/v1/audio-analysis/4JPEuPsDG3nNJMAvvQ2Rr3,175440,4
1123,Patsy Montana,I Want to Be a Cowboy's Sweetheart,0vm8Va7eps0w4DlQ8QWjFd,0.687,0.413,2,-8.831,1,0.0414,0.694,1.71e-06,0.151,0.838,119.937,audio_features,spotify:track:0vm8Va7eps0w4DlQ8QWjFd,https://api.spotify.com/v1/tracks/0vm8Va7eps0w4DlQ8QWjFd,https://api.spotify.com/v1/audio-analysis/0vm8Va7eps0w4DlQ8QWjFd,190413,4
1124,Betty Wright,Clean Up Woman,6uqTETWok9npbL4c9cuLVh,0.865,0.652,5,-9.046,1,0.143,0.566,0.000919,0.0833,0.829,90.081,audio_features,spotify:track:6uqTETWok9npbL4c9cuLVh,https://api.spotify.com/v1/tracks/6uqTETWok9npbL4c9cuLVh,https://api.spotify.com/v1/audio-analysis/6uqTETWok9npbL4c9cuLVh,169533,4
1125,Sly and the Family Stone,Everybody Is a Star,4NXNW4eqf9JXLhWFRjwFh9,0.436,0.365,2,-12.641,0,0.0332,0.824,0.0354,0.657,0.507,175.837,audio_features,spotify:track:4NXNW4eqf9JXLhWFRjwFh9,https://api.spotify.com/v1/tracks/4NXNW4eqf9JXLhWFRjwFh9,https://api.spotify.com/v1/audio-analysis/4NXNW4eqf9JXLhWFRjwFh9,184160,4
1126,Hüsker Dü,Makes No Sense at All,3NNwIsOgMLE2CmMHPCdb9I,0.32,0.934,7,-10.0,1,0.049,0.0968,8.6e-05,0.383,0.641,160.378,audio_features,spotify:track:3NNwIsOgMLE2CmMHPCdb9I,https://api.spotify.com/v1/tracks/3NNwIsOgMLE2CmMHPCdb9I,https://api.spotify.com/v1/audio-analysis/3NNwIsOgMLE2CmMHPCdb9I,166027,4
1127,Moloko,Sing It Back,3IHO4PBa4PwMw2po8eYiLf,0.757,0.826,4,-9.428,0,0.0398,0.00246,0.0401,0.0782,0.964,128.001,audio_features,spotify:track:3IHO4PBa4PwMw2po8eYiLf,https://api.spotify.com/v1/tracks/3IHO4PBa4PwMw2po8eYiLf,https://api.spotify.com/v1/audio-analysis/3IHO4PBa4PwMw2po8eYiLf,105000,4
1128,The Associates,Party Fears Two,7yX7YS51sY736VVF0lmm5K,0.596,0.877,7,-6.577,1,0.0675,0.0562,8.84e-05,0.0673,0.622,128.567,audio_features,spotify:track:7yX7YS51sY736VVF0lmm5K,https://api.spotify.com/v1/tracks/7yX7YS51sY736VVF0lmm5K,https://api.spotify.com/v1/audio-analysis/7yX7YS51sY736VVF0lmm5K,335613,4
1129,Spice Girls,Wannabe,1Je1IMUlBXcx1Fz0WE7oPT,0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,audio_features,spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,https://api.spotify.com/v1/tracks/1Je1IMUlBXcx1Fz0WE7oPT,https://api.spotify.com/v1/audio-analysis/1Je1IMUlBXcx1Fz0WE7oPT,173027,4
1130,LL Cool J,I Can't Live Without My Radio,2qfTGzETefwtBWKDThZjnU,0.764,0.508,10,-13.165,0,0.515,0.000347,0.00996,0.0917,0.862,179.257,audio_features,spotify:track:2qfTGzETefwtBWKDThZjnU,https://api.spotify.com/v1/tracks/2qfTGzETefwtBWKDThZjnU,https://api.spotify.com/v1/audio-analysis/2qfTGzETefwtBWKDThZjnU,327400,4
1131,Nelly,Country Grammar (Hot S**t),7azC8toDthwJHHuw7m49K4,0.889,0.648,2,-6.885,1,0.109,0.00828,0.0,0.113,0.58,81.388,audio_features,spotify:track:7azC8toDthwJHHuw7m49K4,https://api.spotify.com/v1/tracks/7azC8toDthwJHHuw7m49K4,https://api.spotify.com/v1/audio-analysis/7azC8toDthwJHHuw7m49K4,259173,4
1132,Fisk Jubilee Singers,Swing Low Sweet Chariot,4xXWDdneZGJamZGI0Fnbh5,0.354,0.39,11,-20.172,0,0.169,0.994,0.813,0.16,0.0848,77.906,audio_features,spotify:track:4xXWDdneZGJamZGI0Fnbh5,https://api.spotify.com/v1/tracks/4xXWDdneZGJamZGI0Fnbh5,https://api.spotify.com/v1/audio-analysis/4xXWDdneZGJamZGI0Fnbh5,206498,5
1133,The Flying Lizards,Money,5rgY6vN5CaEL3boucCi3CT,0.858,0.937,5,-11.667,1,0.163,0.0342,0.142,0.612,0.539,130.117,audio_features,spotify:track:5rgY6vN5CaEL3boucCi3CT,https://api.spotify.com/v1/tracks/5rgY6vN5CaEL3boucCi3CT,https://api.spotify.com/v1/audio-analysis/5rgY6vN5CaEL3boucCi3CT,338187,4
1134,Ryan Adams,Come Pick Me Up,0lngUitwRDbvZ5yVO76dVN,0.581,0.271,10,-10.963,1,0.0352,0.0703,0.0048,0.187,0.269,123.625,audio_features,spotify:track:0lngUitwRDbvZ5yVO76dVN,https://api.spotify.com/v1/tracks/0lngUitwRDbvZ5yVO76dVN,https://api.spotify.com/v1/audio-analysis/0lngUitwRDbvZ5yVO76dVN,318102,4
1135,Sylvester,(You Make me Feel) Mighty Real,0RnCUYXa7jhgTXtiMXF2PQ,0.629,0.851,5,-11.182,0,0.0294,0.0309,0.303,0.0947,0.961,130.7,audio_features,spotify:track:0RnCUYXa7jhgTXtiMXF2PQ,https://api.spotify.com/v1/tracks/0RnCUYXa7jhgTXtiMXF2PQ,https://api.spotify.com/v1/audio-analysis/0RnCUYXa7jhgTXtiMXF2PQ,400116,4
1136,Aaliyah,Are You That Somebody,3PqAnW2bB5TQnMoBivyFOb,0.85,0.657,9,-7.078,0,0.166,0.14,0.0192,0.0939,0.843,137.971,audio_features,spotify:track:3PqAnW2bB5TQnMoBivyFOb,https://api.spotify.com/v1/tracks/3PqAnW2bB5TQnMoBivyFOb,https://api.spotify.com/v1/audio-analysis/3PqAnW2bB5TQnMoBivyFOb,265667,4
1137,Les Brown & His Orchestra with Doris Day,Sentimental Journey,4RmbODwMkdQMPcCEHDtV7C,0.431,0.322,5,-8.707,1,0.0339,0.948,0.0126,0.133,0.414,90.384,audio_features,spotify:track:4RmbODwMkdQMPcCEHDtV7C,https://api.spotify.com/v1/tracks/4RmbODwMkdQMPcCEHDtV7C,https://api.spotify.com/v1/audio-analysis/4RmbODwMkdQMPcCEHDtV7C,170705,4
1138,The Yardbirds,For Your Love,6o21UfW2RHkzzleZGLfFpK,0.288,0.62,2,-10.103,1,0.0428,0.24,0.0,0.0882,0.617,94.445,audio_features,spotify:track:6o21UfW2RHkzzleZGLfFpK,https://api.spotify.com/v1/tracks/6o21UfW2RHkzzleZGLfFpK,https://api.spotify.com/v1/audio-analysis/6o21UfW2RHkzzleZGLfFpK,150627,4
